admin_level,id,name,Number of open links,Bigraph built in,Bigraph loaded in,Number of nodes,Number of edges,Number of boundaries,Number of streets,Number of buildings,Number of junctions,Added agent in,leave_building,move_across_linked_streets,enter_building starting in street,enter_building_from_street,leave_street,enter_building_from_boundary,enter_building starting in boundary,enter_street,Maximum resident set size (kbytes),Number of outer names
4,62422,Berlin,,,1.159869,277289,135449,115,15213,96373,53887,,,,,,,,,,562844,208
8,51781,City of Westminster,,,0.238997,57179,28460,2,1809,23816,5925,,,,,,,,,,132668,183
8,295353,South Cambridgeshire,,,0.301460,75961,37326,105,4663,27711,11003,,,,,,,,,,165948,178
6,1906767,Glasgow City,,,0.280461,70524,34790,1,7427,15678,24312,,,,,,,,,,156252,194
9,55734,Steglitz-Zehlendorf,,,0.301454,74559,36943,12,1829,32366,6145,,,,,,,,,,165344,102
8,118362,Leeds,,,0.639912,161213,79732,39,13715,47115,39475,,,,,,,,,,330856,132
6,51800,City of London,,,0.017881,4193,2089,2,431,1077,1173,,,,,,,,,,36548,93
8,172987,Liverpool,,,0.219739,50577,24816,1,6879,7769,21279,,,,,,,,,,118172,122
8,8450265,London Borough of Southwark,,,0.179379,42145,21031,1,2038,16062,5943,,,,,,,,,,104960,193
8,2305280,Oceanside,,,0.306205,78005,38904,1,2709,32250,8085,,,,,,,,,,172512,86
6,1920901,City of Edinburgh,,,0.206781,48146,23286,31,6138,9268,17272,,,,,,,,,,113844,57
8,111848,Chula Vista,,,0.300568,77630,38686,1,3186,30541,10174,,,,,,,,,,172408,129
9,30353,Wandsbek,,,0.594191,149385,74302,20,2582,68076,8029,,,,,,,,,,312716,113
8,295355,Cambridge,,,0.249174,62838,31355,1,1612,27868,3876,,,,,,,,,,143728,73
8,7444,Paris,,,0.218316,56622,24667,101,9071,4752,28774,,,,,,,,,,126956,324
8,51805,London Borough of Tower Hamlets,,,0.134294,32888,16367,1,1885,12013,5090,,,,,,,,,,86568,92
6,62428,Munich,,,0.656685,164233,78594,142,10378,54375,34443,,,,,,,,,,335696,140
10,2604777,Dover,,,0.009311,2184,1069,1,391,158,1084,,,,,,,,,,33512,25
8,1544956,Mountain View,,,0.077399,20224,10077,1,1027,7350,3468,,,,,,,,,,63968,108
10,271110,Amsterdam,,,0.157222,41306,20189,1,5082,4476,22188,,,,,,,,,,100600,152
8,295349,Fenland,,,0.050442,13480,6530,17,2283,1688,5504,,,,,,,,,,52184,64
6,180837,Cambridgeshire,,,0.944902,210768,103274,242,16190,69754,38396,,,,,,,,,,431544,225
8,295351,Huntingdonshire,,,0.173884,37597,18234,82,4899,7931,11773,,,,,,,,,,94876,102
8,2305279,Carlsbad,,,0.268506,60972,30425,1,2407,24657,6842,,,,,,,,,,139584,63
8,146656,Manchester,,,0.413177,96802,48052,2,7140,30599,21320,,,,,,,,,,207664,235
8,295352,East Cambridgeshire,,,0.077541,19619,9566,36,2383,4556,5669,,,,,,,,,,62320,85
5,10264792,Hong Kong Island,,,0.090126,21676,10647,5,1621,6555,5314,,,,,,,,,,66644,6
8,71033,Strasbourg,,,0.064483,15819,7327,16,2641,1141,8223,,,,,,,,,,56188,77
2,536780,Singapore,,,0.901422,212140,104497,13,11917,70981,46318,,,,,,,,,,430940,4
4,162069,District of Columbia,,,1.260154,267244,132694,10,4160,118037,22830,,,,,,,,,,551040,262
4,62422,Berlin,,,1.231940,277289,135449,115,15213,96373,53887,,,,,,,,,,562720,208
8,51781,City of Westminster,,,0.247906,57179,28460,2,1809,23816,5925,,,,,,,,,,132624,183
8,295353,South Cambridgeshire,,,0.339117,75961,37326,105,4663,27711,11003,,,,,,,,,,165932,178
6,1906767,Glasgow City,,,0.287754,70524,34790,1,7427,15678,24312,,,,,,,,,,155968,194
9,55734,Steglitz-Zehlendorf,,,0.326399,74559,36943,12,1829,32366,6145,,,,,,,,,,165532,102
8,118362,Leeds,,,0.715156,161213,79732,39,13715,47115,39475,,,,,,,,,,330652,132
6,51800,City of London,,,0.018570,4193,2089,2,431,1077,1173,,,,,,,,,,36544,93
8,172987,Liverpool,,,0.221518,50577,24816,1,6879,7769,21279,,,,,,,,,,118276,122
8,8450265,London Borough of Southwark,,,0.177652,42145,21031,1,2038,16062,5943,,,,,,,,,,104792,193
8,2305280,Oceanside,,,0.335341,78005,38904,1,2709,32250,8085,,,,,,,,,,172388,86
6,1920901,City of Edinburgh,,,0.191308,48146,23286,31,6138,9268,17272,,,,,,,,,,114148,57
8,111848,Chula Vista,,,0.309036,77630,38686,1,3186,30541,10174,,,,,,,,,,172444,129
9,30353,Wandsbek,,,0.599610,149385,74302,20,2582,68076,8029,,,,,,,,,,312492,113
8,295355,Cambridge,,,0.285949,62838,31355,1,1612,27868,3876,,,,,,,,,,143668,73
8,7444,Paris,,,0.248254,56622,24667,101,9071,4752,28774,,,,,,,,,,126968,324
8,51805,London Borough of Tower Hamlets,,,0.144416,32888,16367,1,1885,12013,5090,,,,,,,,,,86572,92
6,62428,Munich,,,0.734702,164233,78594,142,10378,54375,34443,,,,,,,,,,335616,140
10,2604777,Dover,,,0.010689,2184,1069,1,391,158,1084,,,,,,,,,,33472,25
8,1544956,Mountain View,,,0.078733,20224,10077,1,1027,7350,3468,,,,,,,,,,64200,108
10,271110,Amsterdam,,,0.169651,41306,20189,1,5082,4476,22188,,,,,,,,,,100476,152
8,295349,Fenland,,,0.063339,13480,6530,17,2283,1688,5504,,,,,,,,,,52056,64
6,180837,Cambridgeshire,,,0.967796,210768,103274,242,16190,69754,38396,,,,,,,,,,431432,225
8,295351,Huntingdonshire,,,0.175304,37597,18234,82,4899,7931,11773,,,,,,,,,,95096,102
8,2305279,Carlsbad,,,0.274336,60972,30425,1,2407,24657,6842,,,,,,,,,,139624,63
8,146656,Manchester,,,0.417532,96802,48052,2,7140,30599,21320,,,,,,,,,,207740,235
8,295352,East Cambridgeshire,,,0.074223,19619,9566,36,2383,4556,5669,,,,,,,,,,62464,85
5,10264792,Hong Kong Island,,,0.086276,21676,10647,5,1621,6555,5314,,,,,,,,,,67048,6
8,71033,Strasbourg,,,0.070669,15819,7327,16,2641,1141,8223,,,,,,,,,,56020,77
2,536780,Singapore,,,0.983406,212140,104497,13,11917,70981,46318,,,,,,,,,,430872,4
4,162069,District of Columbia,,,1.147184,267244,132694,10,4160,118037,22830,,,,,,,,,,551216,262
4,62422,Berlin,,,1.155332,277289,135449,115,15213,96373,53887,,,,,,,,,,562932,208
8,51781,City of Westminster,,,0.233980,57179,28460,2,1809,23816,5925,,,,,,,,,,132852,183
8,295353,South Cambridgeshire,,,0.336194,75961,37326,105,4663,27711,11003,,,,,,,,,,165856,178
6,1906767,Glasgow City,,,0.279786,70524,34790,1,7427,15678,24312,,,,,,,,,,155940,194
9,55734,Steglitz-Zehlendorf,,,0.311829,74559,36943,12,1829,32366,6145,,,,,,,,,,165392,102
8,118362,Leeds,,,0.648179,161213,79732,39,13715,47115,39475,,,,,,,,,,330744,132
6,51800,City of London,,,0.018762,4193,2089,2,431,1077,1173,,,,,,,,,,36672,93
8,172987,Liverpool,,,0.201243,50577,24816,1,6879,7769,21279,,,,,,,,,,118268,122
8,8450265,London Borough of Southwark,,,0.175107,42145,21031,1,2038,16062,5943,,,,,,,,,,104868,193
8,2305280,Oceanside,,,0.304241,78005,38904,1,2709,32250,8085,,,,,,,,,,172636,86
6,1920901,City of Edinburgh,,,0.191848,48146,23286,31,6138,9268,17272,,,,,,,,,,113928,57
8,111848,Chula Vista,,,0.308428,77630,38686,1,3186,30541,10174,,,,,,,,,,172384,129
9,30353,Wandsbek,,,0.647114,149385,74302,20,2582,68076,8029,,,,,,,,,,312728,113
8,295355,Cambridge,,,0.300942,62838,31355,1,1612,27868,3876,,,,,,,,,,143812,73
8,7444,Paris,,,0.246759,56622,24667,101,9071,4752,28774,,,,,,,,,,126972,324
8,51805,London Borough of Tower Hamlets,,,0.138318,32888,16367,1,1885,12013,5090,,,,,,,,,,86712,92
6,62428,Munich,,,0.671964,164233,78594,142,10378,54375,34443,,,,,,,,,,335676,140
10,2604777,Dover,,,0.010869,2184,1069,1,391,158,1084,,,,,,,,,,33676,25
8,1544956,Mountain View,,,0.088374,20224,10077,1,1027,7350,3468,,,,,,,,,,63992,108
10,271110,Amsterdam,,,0.173826,41306,20189,1,5082,4476,22188,,,,,,,,,,100640,152
8,295349,Fenland,,,0.052131,13480,6530,17,2283,1688,5504,,,,,,,,,,52116,64
6,180837,Cambridgeshire,,,0.901426,210768,103274,242,16190,69754,38396,,,,,,,,,,431632,225
8,295351,Huntingdonshire,,,0.152381,37597,18234,82,4899,7931,11773,,,,,,,,,,95000,102
8,2305279,Carlsbad,,,0.238562,60972,30425,1,2407,24657,6842,,,,,,,,,,139896,63
8,146656,Manchester,,,0.383602,96802,48052,2,7140,30599,21320,,,,,,,,,,207756,235
8,295352,East Cambridgeshire,,,0.083289,19619,9566,36,2383,4556,5669,,,,,,,,,,62508,85
5,10264792,Hong Kong Island,,,0.085960,21676,10647,5,1621,6555,5314,,,,,,,,,,66784,6
8,71033,Strasbourg,,,0.063986,15819,7327,16,2641,1141,8223,,,,,,,,,,56096,77
2,536780,Singapore,,,0.878177,212140,104497,13,11917,70981,46318,,,,,,,,,,431068,4
4,162069,District of Columbia,,,1.129978,267244,132694,10,4160,118037,22830,,,,,,,,,,551296,262
4,62422,Berlin,,,1.128626,277289,135449,115,15213,96373,53887,,,,,,,,,,562940,208
8,51781,City of Westminster,,,0.225765,57179,28460,2,1809,23816,5925,,,,,,,,,,132640,183
8,295353,South Cambridgeshire,,,0.308750,75961,37326,105,4663,27711,11003,,,,,,,,,,165780,178
6,1906767,Glasgow City,,,0.289165,70524,34790,1,7427,15678,24312,,,,,,,,,,156112,194
9,55734,Steglitz-Zehlendorf,,,0.300338,74559,36943,12,1829,32366,6145,,,,,,,,,,165348,102
8,118362,Leeds,,,0.651831,161213,79732,39,13715,47115,39475,,,,,,,,,,330696,132
6,51800,City of London,,,0.016308,4193,2089,2,431,1077,1173,,,,,,,,,,36356,93
8,172987,Liverpool,,,0.197596,50577,24816,1,6879,7769,21279,,,,,,,,,,118384,122
8,8450265,London Borough of Southwark,,,0.181054,42145,21031,1,2038,16062,5943,,,,,,,,,,104828,193
8,2305280,Oceanside,,,0.314674,78005,38904,1,2709,32250,8085,,,,,,,,,,172644,86
6,1920901,City of Edinburgh,,,0.195220,48146,23286,31,6138,9268,17272,,,,,,,,,,113860,57
8,111848,Chula Vista,,,0.313310,77630,38686,1,3186,30541,10174,,,,,,,,,,172512,129
9,30353,Wandsbek,,,0.614523,149385,74302,20,2582,68076,8029,,,,,,,,,,312660,113
8,295355,Cambridge,,,0.253690,62838,31355,1,1612,27868,3876,,,,,,,,,,143796,73
8,7444,Paris,,,0.216085,56622,24667,101,9071,4752,28774,,,,,,,,,,127264,324
8,51805,London Borough of Tower Hamlets,,,0.149806,32888,16367,1,1885,12013,5090,,,,,,,,,,86436,92
6,62428,Munich,,,0.671986,164233,78594,142,10378,54375,34443,,,,,,,,,,335732,140
10,2604777,Dover,,,0.010424,2184,1069,1,391,158,1084,,,,,,,,,,33468,25
8,1544956,Mountain View,,,0.080077,20224,10077,1,1027,7350,3468,,,,,,,,,,64012,108
10,271110,Amsterdam,,,0.183725,41306,20189,1,5082,4476,22188,,,,,,,,,,100376,152
8,295349,Fenland,,,0.050896,13480,6530,17,2283,1688,5504,,,,,,,,,,52224,64
6,180837,Cambridgeshire,,,0.892106,210768,103274,242,16190,69754,38396,,,,,,,,,,431592,225
8,295351,Huntingdonshire,,,0.155019,37597,18234,82,4899,7931,11773,,,,,,,,,,94780,102
8,2305279,Carlsbad,,,0.251678,60972,30425,1,2407,24657,6842,,,,,,,,,,139616,63
8,146656,Manchester,,,0.395662,96802,48052,2,7140,30599,21320,,,,,,,,,,207848,235
8,295352,East Cambridgeshire,,,0.078122,19619,9566,36,2383,4556,5669,,,,,,,,,,62288,85
5,10264792,Hong Kong Island,,,0.090059,21676,10647,5,1621,6555,5314,,,,,,,,,,66484,6
8,71033,Strasbourg,,,0.064957,15819,7327,16,2641,1141,8223,,,,,,,,,,56184,77
2,536780,Singapore,,,0.887637,212140,104497,13,11917,70981,46318,,,,,,,,,,430832,4
4,162069,District of Columbia,,,1.228969,267244,132694,10,4160,118037,22830,,,,,,,,,,551276,262
4,62422,Berlin,,,1.231579,277289,135449,115,15213,96373,53887,,,,,,,,,,562852,208
8,51781,City of Westminster,,,0.240757,57179,28460,2,1809,23816,5925,,,,,,,,,,132656,183
8,295353,South Cambridgeshire,,,0.331826,75961,37326,105,4663,27711,11003,,,,,,,,,,165852,178
6,1906767,Glasgow City,,,0.295812,70524,34790,1,7427,15678,24312,,,,,,,,,,156080,194
9,55734,Steglitz-Zehlendorf,,,0.311568,74559,36943,12,1829,32366,6145,,,,,,,,,,165544,102
8,118362,Leeds,,,0.692149,161213,79732,39,13715,47115,39475,,,,,,,,,,330664,132
6,51800,City of London,,,0.016654,4193,2089,2,431,1077,1173,,,,,,,,,,36604,93
8,172987,Liverpool,,,0.216570,50577,24816,1,6879,7769,21279,,,,,,,,,,118284,122
8,8450265,London Borough of Southwark,,,0.173780,42145,21031,1,2038,16062,5943,,,,,,,,,,104872,193
8,2305280,Oceanside,,,0.319177,78005,38904,1,2709,32250,8085,,,,,,,,,,172824,86
6,1920901,City of Edinburgh,,,0.204767,48146,23286,31,6138,9268,17272,,,,,,,,,,113900,57
8,111848,Chula Vista,,,0.341269,77630,38686,1,3186,30541,10174,,,,,,,,,,172308,129
9,30353,Wandsbek,,,0.643272,149385,74302,20,2582,68076,8029,,,,,,,,,,312596,113
8,295355,Cambridge,,,0.266632,62838,31355,1,1612,27868,3876,,,,,,,,,,143816,73
8,7444,Paris,,,0.240620,56622,24667,101,9071,4752,28774,,,,,,,,,,127120,324
8,51805,London Borough of Tower Hamlets,,,0.143288,32888,16367,1,1885,12013,5090,,,,,,,,,,86464,92
6,62428,Munich,,,0.710830,164233,78594,142,10378,54375,34443,,,,,,,,,,335924,140
10,2604777,Dover,,,0.008935,2184,1069,1,391,158,1084,,,,,,,,,,33408,25
8,1544956,Mountain View,,,0.086120,20224,10077,1,1027,7350,3468,,,,,,,,,,64032,108
10,271110,Amsterdam,,,0.162679,41306,20189,1,5082,4476,22188,,,,,,,,,,100416,152
8,295349,Fenland,,,0.053043,13480,6530,17,2283,1688,5504,,,,,,,,,,52068,64
6,180837,Cambridgeshire,,,0.916215,210768,103274,242,16190,69754,38396,,,,,,,,,,431636,225
8,295351,Huntingdonshire,,,0.175111,37597,18234,82,4899,7931,11773,,,,,,,,,,94972,102
8,2305279,Carlsbad,,,0.249922,60972,30425,1,2407,24657,6842,,,,,,,,,,139876,63
8,146656,Manchester,,,0.410600,96802,48052,2,7140,30599,21320,,,,,,,,,,207656,235
8,295352,East Cambridgeshire,,,0.078774,19619,9566,36,2383,4556,5669,,,,,,,,,,62496,85
5,10264792,Hong Kong Island,,,0.084438,21676,10647,5,1621,6555,5314,,,,,,,,,,66888,6
8,71033,Strasbourg,,,0.065985,15819,7327,16,2641,1141,8223,,,,,,,,,,56124,77
2,536780,Singapore,,,0.907432,212140,104497,13,11917,70981,46318,,,,,,,,,,430980,4
4,162069,District of Columbia,,,1.222826,267244,132694,10,4160,118037,22830,,,,,,,,,,551168,262
4,62422,Berlin,,,1.175769,277289,135449,115,15213,96373,53887,,,,,,,,,,562852,208
8,51781,City of Westminster,,,0.236930,57179,28460,2,1809,23816,5925,,,,,,,,,,132588,183
8,295353,South Cambridgeshire,,,0.314105,75961,37326,105,4663,27711,11003,,,,,,,,,,165852,178
6,1906767,Glasgow City,,,0.301008,70524,34790,1,7427,15678,24312,,,,,,,,,,156104,194
9,55734,Steglitz-Zehlendorf,,,0.312463,74559,36943,12,1829,32366,6145,,,,,,,,,,165572,102
8,118362,Leeds,,,0.728216,161213,79732,39,13715,47115,39475,,,,,,,,,,330904,132
6,51800,City of London,,,0.019410,4193,2089,2,431,1077,1173,,,,,,,,,,36632,93
8,172987,Liverpool,,,0.207721,50577,24816,1,6879,7769,21279,,,,,,,,,,118364,122
8,8450265,London Borough of Southwark,,,0.172066,42145,21031,1,2038,16062,5943,,,,,,,,,,104756,193
8,2305280,Oceanside,,,0.320227,78005,38904,1,2709,32250,8085,,,,,,,,,,172440,86
6,1920901,City of Edinburgh,,,0.189998,48146,23286,31,6138,9268,17272,,,,,,,,,,113916,57
8,111848,Chula Vista,,,0.331883,77630,38686,1,3186,30541,10174,,,,,,,,,,172280,129
9,30353,Wandsbek,,,0.652712,149385,74302,20,2582,68076,8029,,,,,,,,,,312712,113
8,295355,Cambridge,,,0.270606,62838,31355,1,1612,27868,3876,,,,,,,,,,143692,73
8,7444,Paris,,,0.242874,56622,24667,101,9071,4752,28774,,,,,,,,,,126964,324
8,51805,London Borough of Tower Hamlets,,,0.137572,32888,16367,1,1885,12013,5090,,,,,,,,,,86572,92
6,62428,Munich,,,0.705242,164233,78594,142,10378,54375,34443,,,,,,,,,,335712,140
10,2604777,Dover,,,0.009130,2184,1069,1,391,158,1084,,,,,,,,,,33536,25
8,1544956,Mountain View,,,0.086543,20224,10077,1,1027,7350,3468,,,,,,,,,,63960,108
10,271110,Amsterdam,,,0.182051,41306,20189,1,5082,4476,22188,,,,,,,,,,100784,152
8,295349,Fenland,,,0.051382,13480,6530,17,2283,1688,5504,,,,,,,,,,52092,64
6,180837,Cambridgeshire,,,1.030290,210768,103274,242,16190,69754,38396,,,,,,,,,,431432,225
8,295351,Huntingdonshire,,,0.172827,37597,18234,82,4899,7931,11773,,,,,,,,,,94640,102
8,2305279,Carlsbad,,,0.297143,60972,30425,1,2407,24657,6842,,,,,,,,,,139616,63
8,146656,Manchester,,,0.437608,96802,48052,2,7140,30599,21320,,,,,,,,,,207936,235
8,295352,East Cambridgeshire,,,0.078237,19619,9566,36,2383,4556,5669,,,,,,,,,,62416,85
5,10264792,Hong Kong Island,,,0.089756,21676,10647,5,1621,6555,5314,,,,,,,,,,66440,6
8,71033,Strasbourg,,,0.065034,15819,7327,16,2641,1141,8223,,,,,,,,,,56284,77
2,536780,Singapore,,,0.952897,212140,104497,13,11917,70981,46318,,,,,,,,,,431000,4
4,162069,District of Columbia,,,1.200187,267244,132694,10,4160,118037,22830,,,,,,,,,,551192,262
4,62422,Berlin,,,1.196461,277289,135449,115,15213,96373,53887,,,,,,,,,,562776,208
8,51781,City of Westminster,,,0.243200,57179,28460,2,1809,23816,5925,,,,,,,,,,132704,183
8,295353,South Cambridgeshire,,,0.319712,75961,37326,105,4663,27711,11003,,,,,,,,,,165936,178
6,1906767,Glasgow City,,,0.286812,70524,34790,1,7427,15678,24312,,,,,,,,,,155936,194
9,55734,Steglitz-Zehlendorf,,,0.321131,74559,36943,12,1829,32366,6145,,,,,,,,,,165340,102
8,118362,Leeds,,,0.692438,161213,79732,39,13715,47115,39475,,,,,,,,,,330856,132
6,51800,City of London,,,0.015462,4193,2089,2,431,1077,1173,,,,,,,,,,36572,93
8,172987,Liverpool,,,0.231219,50577,24816,1,6879,7769,21279,,,,,,,,,,118356,122
8,8450265,London Borough of Southwark,,,0.195387,42145,21031,1,2038,16062,5943,,,,,,,,,,104600,193
8,2305280,Oceanside,,,0.355969,78005,38904,1,2709,32250,8085,,,,,,,,,,172700,86
6,1920901,City of Edinburgh,,,0.215802,48146,23286,31,6138,9268,17272,,,,,,,,,,113912,57
8,111848,Chula Vista,,,0.325910,77630,38686,1,3186,30541,10174,,,,,,,,,,172352,129
9,30353,Wandsbek,,,0.639415,149385,74302,20,2582,68076,8029,,,,,,,,,,312756,113
8,295355,Cambridge,,,0.255638,62838,31355,1,1612,27868,3876,,,,,,,,,,143852,73
8,7444,Paris,,,0.241558,56622,24667,101,9071,4752,28774,,,,,,,,,,127072,324
8,51805,London Borough of Tower Hamlets,,,0.147693,32888,16367,1,1885,12013,5090,,,,,,,,,,86428,92
6,62428,Munich,,,0.698214,164233,78594,142,10378,54375,34443,,,,,,,,,,335784,140
10,2604777,Dover,,,0.013402,2184,1069,1,391,158,1084,,,,,,,,,,33512,25
8,1544956,Mountain View,,,0.089131,20224,10077,1,1027,7350,3468,,,,,,,,,,64060,108
10,271110,Amsterdam,,,0.238487,41306,20189,1,5082,4476,22188,,,,,,,,,,100548,152
8,295349,Fenland,,,0.069320,13480,6530,17,2283,1688,5504,,,,,,,,,,52244,64
6,180837,Cambridgeshire,,,1.139628,210768,103274,242,16190,69754,38396,,,,,,,,,,431596,225
8,295351,Huntingdonshire,,,0.154146,37597,18234,82,4899,7931,11773,,,,,,,,,,94756,102
8,2305279,Carlsbad,,,0.252243,60972,30425,1,2407,24657,6842,,,,,,,,,,139872,63
8,146656,Manchester,,,0.436588,96802,48052,2,7140,30599,21320,,,,,,,,,,207756,235
8,295352,East Cambridgeshire,,,0.092179,19619,9566,36,2383,4556,5669,,,,,,,,,,62568,85
5,10264792,Hong Kong Island,,,0.086198,21676,10647,5,1621,6555,5314,,,,,,,,,,66824,6
8,71033,Strasbourg,,,0.067947,15819,7327,16,2641,1141,8223,,,,,,,,,,56196,77
2,536780,Singapore,,,0.964735,212140,104497,13,11917,70981,46318,,,,,,,,,,431252,4
4,162069,District of Columbia,,,1.121629,267244,132694,10,4160,118037,22830,,,,,,,,,,551168,262
4,62422,Berlin,,,1.206882,277289,135449,115,15213,96373,53887,,,,,,,,,,562704,208
8,51781,City of Westminster,,,0.236882,57179,28460,2,1809,23816,5925,,,,,,,,,,132512,183
8,295353,South Cambridgeshire,,,0.300010,75961,37326,105,4663,27711,11003,,,,,,,,,,165860,178
6,1906767,Glasgow City,,,0.288419,70524,34790,1,7427,15678,24312,,,,,,,,,,156076,194
9,55734,Steglitz-Zehlendorf,,,0.319491,74559,36943,12,1829,32366,6145,,,,,,,,,,165496,102
8,118362,Leeds,,,0.671878,161213,79732,39,13715,47115,39475,,,,,,,,,,330588,132
6,51800,City of London,,,0.019314,4193,2089,2,431,1077,1173,,,,,,,,,,36608,93
8,172987,Liverpool,,,0.201359,50577,24816,1,6879,7769,21279,,,,,,,,,,118344,122
8,8450265,London Borough of Southwark,,,0.166865,42145,21031,1,2038,16062,5943,,,,,,,,,,104776,193
8,2305280,Oceanside,,,0.320036,78005,38904,1,2709,32250,8085,,,,,,,,,,172560,86
6,1920901,City of Edinburgh,,,0.189339,48146,23286,31,6138,9268,17272,,,,,,,,,,113824,57
8,111848,Chula Vista,,,0.350856,77630,38686,1,3186,30541,10174,,,,,,,,,,172468,129
9,30353,Wandsbek,,,0.626583,149385,74302,20,2582,68076,8029,,,,,,,,,,312576,113
8,295355,Cambridge,,,0.270221,62838,31355,1,1612,27868,3876,,,,,,,,,,144012,73
8,7444,Paris,,,0.223441,56622,24667,101,9071,4752,28774,,,,,,,,,,127376,324
8,51805,London Borough of Tower Hamlets,,,0.140982,32888,16367,1,1885,12013,5090,,,,,,,,,,86516,92
6,62428,Munich,,,0.694762,164233,78594,142,10378,54375,34443,,,,,,,,,,335652,140
10,2604777,Dover,,,0.008582,2184,1069,1,391,158,1084,,,,,,,,,,33624,25
8,1544956,Mountain View,,,0.076892,20224,10077,1,1027,7350,3468,,,,,,,,,,64072,108
10,271110,Amsterdam,,,0.168813,41306,20189,1,5082,4476,22188,,,,,,,,,,100496,152
8,295349,Fenland,,,0.058533,13480,6530,17,2283,1688,5504,,,,,,,,,,52024,64
6,180837,Cambridgeshire,,,0.931668,210768,103274,242,16190,69754,38396,,,,,,,,,,431736,225
8,295351,Huntingdonshire,,,0.159477,37597,18234,82,4899,7931,11773,,,,,,,,,,94824,102
8,2305279,Carlsbad,,,0.247953,60972,30425,1,2407,24657,6842,,,,,,,,,,139740,63
8,146656,Manchester,,,0.404451,96802,48052,2,7140,30599,21320,,,,,,,,,,207636,235
8,295352,East Cambridgeshire,,,0.076725,19619,9566,36,2383,4556,5669,,,,,,,,,,62284,85
5,10264792,Hong Kong Island,,,0.084876,21676,10647,5,1621,6555,5314,,,,,,,,,,66660,6
8,71033,Strasbourg,,,0.060051,15819,7327,16,2641,1141,8223,,,,,,,,,,56148,77
2,536780,Singapore,,,0.932890,212140,104497,13,11917,70981,46318,,,,,,,,,,431092,4
4,162069,District of Columbia,,,1.223145,267244,132694,10,4160,118037,22830,,,,,,,,,,551192,262
4,62422,Berlin,,,1.276221,277289,135449,115,15213,96373,53887,,,,,,,,,,562748,208
8,51781,City of Westminster,,,0.287010,57179,28460,2,1809,23816,5925,,,,,,,,,,132576,183
8,295353,South Cambridgeshire,,,0.295863,75961,37326,105,4663,27711,11003,,,,,,,,,,165812,178
6,1906767,Glasgow City,,,0.304609,70524,34790,1,7427,15678,24312,,,,,,,,,,156172,194
9,55734,Steglitz-Zehlendorf,,,0.312721,74559,36943,12,1829,32366,6145,,,,,,,,,,165612,102
8,118362,Leeds,,,0.681596,161213,79732,39,13715,47115,39475,,,,,,,,,,330744,132
6,51800,City of London,,,0.017367,4193,2089,2,431,1077,1173,,,,,,,,,,36400,93
8,172987,Liverpool,,,0.215471,50577,24816,1,6879,7769,21279,,,,,,,,,,118228,122
8,8450265,London Borough of Southwark,,,0.169467,42145,21031,1,2038,16062,5943,,,,,,,,,,104828,193
8,2305280,Oceanside,,,0.328437,78005,38904,1,2709,32250,8085,,,,,,,,,,172412,86
6,1920901,City of Edinburgh,,,0.193568,48146,23286,31,6138,9268,17272,,,,,,,,,,113776,57
8,111848,Chula Vista,,,0.310734,77630,38686,1,3186,30541,10174,,,,,,,,,,172392,129
9,30353,Wandsbek,,,0.640228,149385,74302,20,2582,68076,8029,,,,,,,,,,312452,113
8,295355,Cambridge,,,0.257022,62838,31355,1,1612,27868,3876,,,,,,,,,,143592,73
8,7444,Paris,,,0.226894,56622,24667,101,9071,4752,28774,,,,,,,,,,127252,324
8,51805,London Borough of Tower Hamlets,,,0.151635,32888,16367,1,1885,12013,5090,,,,,,,,,,86672,92
6,62428,Munich,,,0.763606,164233,78594,142,10378,54375,34443,,,,,,,,,,335916,140
10,2604777,Dover,,,0.009798,2184,1069,1,391,158,1084,,,,,,,,,,33692,25
8,1544956,Mountain View,,,0.076476,20224,10077,1,1027,7350,3468,,,,,,,,,,63980,108
10,271110,Amsterdam,,,0.160637,41306,20189,1,5082,4476,22188,,,,,,,,,,100784,152
8,295349,Fenland,,,0.054085,13480,6530,17,2283,1688,5504,,,,,,,,,,51964,64
6,180837,Cambridgeshire,,,0.932075,210768,103274,242,16190,69754,38396,,,,,,,,,,431400,225
8,295351,Huntingdonshire,,,0.151365,37597,18234,82,4899,7931,11773,,,,,,,,,,95040,102
8,2305279,Carlsbad,,,0.242808,60972,30425,1,2407,24657,6842,,,,,,,,,,139528,63
8,146656,Manchester,,,0.432757,96802,48052,2,7140,30599,21320,,,,,,,,,,207708,235
8,295352,East Cambridgeshire,,,0.085678,19619,9566,36,2383,4556,5669,,,,,,,,,,62204,85
5,10264792,Hong Kong Island,,,0.092562,21676,10647,5,1621,6555,5314,,,,,,,,,,66620,6
8,71033,Strasbourg,,,0.064427,15819,7327,16,2641,1141,8223,,,,,,,,,,56360,77
2,536780,Singapore,,,0.893571,212140,104497,13,11917,70981,46318,,,,,,,,,,431084,4
4,162069,District of Columbia,,,1.204379,267244,132694,10,4160,118037,22830,,,,,,,,,,551148,262
4,62422,Berlin,,,1.129149,277289,135449,115,15213,96373,53887,,,,,,,,,,562596,208
8,51781,City of Westminster,,,0.237016,57179,28460,2,1809,23816,5925,,,,,,,,,,132464,183
8,295353,South Cambridgeshire,,,0.328942,75961,37326,105,4663,27711,11003,,,,,,,,,,166040,178
6,1906767,Glasgow City,,,0.285591,70524,34790,1,7427,15678,24312,,,,,,,,,,156192,194
